institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2018 Endowment,School Website
Point University,regional-colleges-south,Atlanta Christian College,GA,West Point,31833,south,True,private,#49,49,True,16,,53,20600,3.3,,,2213,,880,,880-1085,16-22,"Private, Coed",1937,Christian Churches and Churches of Christ,Semester,Suburban,$4.4 million +,http://www.point.edu
Polk State College,regional-colleges-south,,FL,Winter Haven,33881,south,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Public, Coed",N/A,None,Semester,City,N/A,
Pomona College,national-liberal-arts-colleges,,CA,Claremont,91711,,True,private,#5,5,False,31,55,8,54762,,,,1679,,1400,17483.0,1400-1540,31-34,"Private, Coed",1887,None,Semester,Suburban,$2.3 billion,http://www.pomona.edu
Ponce Health Sciences University,national-universities,,PR,Ponce,,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,//www.ghc.edu
Pontifical Catholic University of Puerto Rico--Arecibo,regional-universities-south,,PR,Arecibo,00614,south,True,private,Unranked,-2,False,,,95,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.edcc.edu
Pontifical Catholic University of Puerto Rico--Ponce,national-universities,,PR,Ponce,00717,,True,private,Unranked,-2,False,,,92,5580,3.4,,,5291,,,,N/A,N/A,"Private, Coed",1948,Roman Catholic,Semester,City,$15.8 million +,//www.pucpr.edu
Pontifical College Josephinum,faith,,OH,Columbus,43235,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.pcj.edu
Portland State University,national-universities,PSU,OR,Portland,97207,,True,public,#293-#381,-1,False,18,,90,28410,3.5,2.2,,20967,2.6,1010,,1010-1230,18-25,"Public, Coed",1946,None,Quarter,Urban,$2.5 million +,http://www.pdx.edu
Post University,regional-universities-north,,CT,Waterbury,06708,north,True,proprietary,#129-#170,-1,False,,,53,17810,,,,9049,,850,,850-850,N/A,"Proprietary, Coed",1890,None,Continuous,Suburban,N/A,http://www.post.edu
Prairie View A&M University,regional-universities-west,Prairie View A & M University Prairie View A and M University,TX,Prairie View,77446,west,True,public,#87-#113,-1,False,16,,74,25655,3.2,,,8524,,890,,890-1050,16-21,"Public, Coed",1876,None,Semester,Rural,$82.8 million +,http://www.pvamu.edu
Pratt Institute,specialty-arts,,NY,Brooklyn,11205,,True,private,Unranked,-2,False,26,,39,53824,3.8,,,3435,,1110,,1110-1330,26-30,"Private, Coed",1887,None,Semester,Urban,$193.6 million +,http://www.pratt.edu
Presbyterian College,national-liberal-arts-colleges,,SC,Clinton,29325,,True,private,#140,140,True,19,,69,39460,3.3,,,1080,,1010,,1010-1210,19-25,"Private, Coed",1880,Presbyterian Church (USA),Semester,Rural,$91.9 million,http://www.presby.edu
Prescott College,regional-universities-west,,AZ,Prescott,86301,west,True,private,#87-#113,-1,False,19,,95,31485,,,,,,1060,,1060-1185,19-27,"Private, Coed",1966,None,Semester,City,N/A,http://www.prescott.edu/
Presentation College,health,,SD,Aberdeen,57401,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.presentation.edu/
Princeton University,national-universities,,NJ,Princeton,08544,,True,private,#1,1,False,32,61,5,51870,3.9,4.1,,5428,,1440,16438.0,1440-1570,32-35,"Private, Coed",1746,None,Semester,Suburban,$25.4 billion +,http://www.princeton.edu
Principia College,national-liberal-arts-colleges,,IL,Elsah,62028,,True,private,#100,100,True,22,72,92,30190,3.4,,,448,,1028,15015.0,1028-1300,22-29,"Private, Coed",1910,Other,Semester,Rural,$402.8 million +,http://www.principiacollege.edu
Providence Christian College,national-liberal-arts-colleges,,CA,Pasadena,91104,,True,private,#164-#215,-1,False,2,,91,,,,,,,,,N/A,2-9,"Private, Coed",2003,None,Semester,City,"$22,000",http://www.providencecc.net/
Providence College,regional-universities-north,,RI,Providence,02918,north,True,private,#1,1,False,26,47,49,52438,3.5,,,4379,2.5,1210,36978.0,1210-1360,26-30,"Private, Coed",1917,Roman Catholic,Semester,City,$238.5 million +,http://www.providence.edu
Pueblo Community College,regional-colleges-west,,CO,Pueblo,81004,west,True,public,Unranked,-2,False,,,,16262,,,,6194,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.pueblocc.edu
Puerto Rico Conservatory of Music,specialty-arts,,PR,San Juan,00907,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.cmpr.edu
Purchase College--SUNY,national-liberal-arts-colleges,Purchase College SUNY Purchase College SUNY,NY,Purchase,10577,,True,public,#164-#215,-1,False,21,,42,18478,3.3,,,4164,,1060,,1060-1270,21-28,"Public, Coed",1967,None,Semester,Suburban,$76.5 million,http://www.purchase.edu
Purdue University--Fort Wayne,regional-universities-midwest,Indiana University-Purdue University Fort Wayne Indiana University Purdue University Fort Wayne IU IPFW,IN,Fort Wayne,46805,midwest,True,public,#117-#153,-1,False,18,,97,20288,3.1,3.0,,9664,2.5,970,,970-1180,18-25,"Public, Coed",1964,None,Semester,City,$54.3 million +,http://www.pfw.edu
Purdue University--Northwest,regional-universities-midwest,,IN,Hammond,46323,midwest,True,public,#117-#153,-1,False,19,,97,11337,3.1,2.9,,9573,2.4,930,,930-1150,19-24,"Public, Coed",2016,None,Semester,City,$25.1 million,//www.pnw.edu/
Purdue University--West Lafayette,national-universities,Purdue University West Lafayette Purdue University West Lafayette,IN,West Lafayette,47907,,True,public,#57,57,True,25,23,58,28794,3.7,4.3,,32672,3.8,1180,32703.0,1180-1410,25-32,"Public, Coed",1869,None,Semester,City,$2.3 billion +,http://www.purdue.edu
Queens University of Charlotte,regional-universities-south,,NC,Charlotte,28274,south,True,private,#13,13,True,21,68,79,35720,3.3,,,1766,2.3,1033,27699.0,1033-1218,21-26,"Private, Coed",1857,Presbyterian,Semester,Urban,$152.3 million +,http://www.queens.edu
Quincy University,regional-colleges-midwest,,IL,Quincy,62301,midwest,True,private,#36,36,True,18,,68,30450,3.3,,,1087,,960,,960-1140,18-25,"Private, Coed",1860,Roman Catholic,Semester,City,$13.6 million,http://www.quincy.edu
Quinnipiac University,national-universities,,CT,Hamden,06518,,True,private,#153,153,True,23,62,72,49280,3.4,,,7425,2.8,1090,42272.0,1090-1260,23-28,"Private, Coed",1929,Undenominational,Semester,Suburban,$526.6 million,//www.qu.edu
Radford University,regional-universities-south,,VA,Radford,24142,south,True,public,#28,28,True,17,32,75,22985,3.2,,,7926,2.2,940,26732.0,940-1130,17-23,"Public, Coed",1910,None,Semester,City,$56.7 million +,http://www.radford.edu
Ramapo College of New Jersey,regional-universities-north,,NJ,Mahwah,07430,north,True,public,#32,32,True,21,26,63,24367,3.4,,,5609,2.1,1050,34831.0,1050-1230,21-26,"Public, Coed",1969,None,Semester,Suburban,$1.0 million,http://www.ramapo.edu
Randolph College,national-liberal-arts-colleges,,VA,Lynchburg,24503,,True,private,#132,132,True,18,,87,41131,3.4,,,600,,960,,960-1190,18-25,"Private, Coed",1891,United Methodist,Semester,Suburban,$158.1 million,http://www.randolphcollege.edu/
Randolph-Macon College,national-liberal-arts-colleges,R-MC Randolph Macon College Randolph Macon,VA,Ashland,23005,,True,private,#111,111,True,20,,67,42550,3.6,,,1488,,1020,,1020-1240,20-27,"Private, Coed",1830,United Methodist,4-1-4,Suburban,$166.2 million +,http://www.rmc.edu
Ranken Technical College,regional-colleges-midwest,,MO,Saint Louis,63113,midwest,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.ranken.edu
Red Rocks Community College,regional-colleges-west,,CO,Lakewood,80228,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.rrcc.edu
Reed College,national-liberal-arts-colleges,,OR,Portland,97202,,True,private,#68,68,True,30,,36,,,,,,,1310,,1310-1500,30-33,Private,N/A,None,N/A,N/A,N/A,http://www.reed.edu/
Regent's American College London,unranked,Regents American College London,,London NW1 4NS,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.bacl.ac.uk/default.aspx
Regent University,national-universities,,VA,Virginia Beach,23464,,True,private,#281,281,True,19,,84,19280,3.5,,,4646,,950,,950-1170,19-26,"Private, Coed",1978,Undenominational,Semester,Suburban,$72.0 million +,https://www.regent.edu/
Regis College,health,,MA,Weston,02493,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,1927,None,N/A,N/A,N/A,//www.regiscollege.edu
Regis University,national-universities,,CO,Denver,80221,,True,private,#202,202,True,21,,60,38180,3.6,,,3961,,1050,,1050-1230,21-27,"Private, Coed",1877,Roman Catholic,Semester,Suburban,$65.1 million +,http://www.regis.edu
Reinhardt University,regional-universities-south,,GA,Waleska,30183,south,True,private,#87,87,True,18,,90,24300,3.3,,,1473,,1000,,1000-1190,18-23,"Private, Coed",1883,United Methodist,Semester,Rural,$42.2 million +,http://www.reinhardt.edu/
Relay Graduate School of Education,special-focus,,NY,New York,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Rensselaer Polytechnic Institute,national-universities,RPI,NY,Troy,12180,,True,private,#50,50,True,29,58,43,55378,3.9,3.6,,6628,3.2,1330,34761.0,1330-1500,29-33,"Private, Coed",1824,None,Semester,Suburban,$715.1 million +,http://www.rpi.edu
Renton Technical College,regional-colleges-west,,WA,Renton,98056,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//aupr.edu
Research College of Nursing,health,,MO,Kansas City,64132,,True,private,Unranked,-2,False,,,,,,,,375,,,,N/A,N/A,"Private, Coed",1906,None,Semester,City,N/A,http://www.researchcollege.edu
Resurrection University,health,,IL,Chicago,60622,,True,private,Unranked,-2,False,,,,26390,,,,,,,,N/A,N/A,"Private, Coed",1914,Roman Catholic,Semester,Urban,N/A,http://www.resu.edu/
Rhode Island College,regional-universities-north,,RI,Providence,02908,north,True,public,#116,116,True,16,,73,22831,,,,6688,,890,,890-1100,16-20,"Public, Coed",1854,None,Semester,Suburban,$19.3 million,http://www.ric.edu
Rhode Island School of Design,specialty-arts,RISD,RI,Providence,02903,,True,private,Unranked,-2,False,26,,24,52860,3.6,,,1994,,1180,,1180-1440,26-32,"Private, Coed",1877,None,4-1-4,Urban,$351.4 million +,http://www.risd.edu
Rhodes College,national-liberal-arts-colleges,,TN,Memphis,38112,,True,private,#53,53,True,28,49,45,49198,3.9,,,2008,,1240,29762.0,1240-1410,28-31,"Private, Coed",1848,Presbyterian,Semester,Urban,$359.3 million,http://www.rhodes.edu
Rice University,national-universities,,TX,Houston,77251,,True,private,#17,17,True,33,39,11,49112,,3.8,,3992,,1450,22276.0,1450-1560,33-35,"Private, Coed",1912,None,Semester,Urban,$6.2 billion +,http://www.rice.edu
Richmond--The American International University in London,unranked,Richmond The American International University in London,,Surrey TW10 6JP England,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.richmond.ac.uk
Rider University,regional-universities-north,,NJ,Lawrenceville,08648,north,True,private,#38,38,True,20,77,70,42860,3.4,,,3898,2.2,1000,33345.0,1000-1190,20-25,"Private, Coed",1865,None,Semester,Suburban,$64.3 million,http://www.rider.edu
Ringling College of Art and Design,specialty-arts,,FL,Sarasota,34234,,True,private,Unranked,-2,False,,,67,47970,3.4,,,1561,,,,N/A,N/A,"Private, Coed",1931,None,Semester,City,$50.2 million +,http://www.ringling.edu
Rio Hondo College,regional-colleges-west,,CA,Whittier,90601,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.riohondo.edu
Ripon College,national-liberal-arts-colleges,,WI,Ripon,54971,,True,private,#105,105,True,20,87,69,45113,3.4,,,807,,1000,22885.0,1000-1210,20-27,"Private, Coed",1851,None,Semester,City,$92.8 million,https://www.ripon.edu
Rivier University,regional-universities-north,,NH,Nashua,03060,north,True,private,#129-#170,-1,False,,,68,,,,,,,,,N/A,N/A,"Private, Coed",N/A,None,Semester,Suburban,N/A,http://rivier.edu
Roanoke College,national-liberal-arts-colleges,,VA,Salem,24153,,True,private,#130,130,True,22,,72,45176,3.5,,,2017,,1040,,1040-1230,22-27,"Private, Coed",1842,Evangelical Lutheran Church,Semester,Suburban,$152.6 million,https://www.roanoke.edu
Robert Morris University,regional-universities-midwest,,IL,Chicago,60605,midwest,True,private,#33,33,True,16,90,63,29880,2.8,,,1699,,810,31769.0,810-1030,16-20,"Private, Coed",1913,None,5 10-Wk S,Urban,$18.4 million +,http://www.robertmorris.edu/
Robert Morris University,national-universities,,PA,Moon Township,15108,,True,private,#202,202,True,21,,85,31200,3.5,2.5,,4005,2.2,1030,,1030-1200,21-28,"Private, Coed",1921,None,Semester,Suburban,$36.5 million +,http://www.rmu.edu
Roberts Wesleyan College,regional-universities-north,,NY,Rochester,14624,north,True,private,#73,73,True,20,78,65,32494,3.5,,,1335,,1010,28484.0,1010-1230,20-27,"Private, Coed",1866,Free Methodist,Semester,Suburban,$28.0 million,http://www.roberts.edu
Rochester Institute of Technology,national-universities,RIT,NY,Rochester,14623,,True,private,#104,104,True,27,71,66,45890,3.6,3.0,,13513,3.3,1200,35186.0,1200-1400,27-32,"Private, Coed",1829,None,Semester,Suburban,$938.2 million,http://www.rit.edu
Rochester University,regional-colleges-midwest,,MI,Rochester Hills,48307,midwest,True,private,#55-#70,-1,False,17,,100,23996,,,,1065,,870,,870-1100,17-23,"Private, Coed",1959,Churches of Christ,Semester,Suburban,N/A,//www.rc.edu
Rockford University,regional-universities-midwest,,IL,Rockford,61108,midwest,True,private,#102,102,True,19,,49,32100,3.3,,,1002,,990,,990-1190,19-23,"Private, Coed",1847,None,Semester,City,$23.6 million,http://www.rockford.edu
Rockhurst University,regional-universities-midwest,,MO,Kansas City,64110,midwest,True,private,#13,13,True,22,69,66,38760,3.7,,,2345,2.4,1110,27992.0,1110-1255,22-27,"Private, Coed",1910,Roman Catholic,Semester,Urban,$37.1 million +,https://www.rockhurst.edu
Rocky Mountain College,regional-universities-west,,MT,Billings,59102,west,True,private,#37,37,True,20,77,58,29552,3.4,,,897,,990,21071.0,990-1175,20-25,"Private, Coed",1878,Presbyterian Church (USA),Semester,Suburban,$30.9 million,https://www.rocky.edu
Rocky Mountain College of Art and Design,specialty-arts,,CO,Lakewood,80214,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,1963,None,N/A,N/A,N/A,//www.rmcad.edu/
Rogers State University,regional-colleges-west,,OK,Claremore,74017,west,True,public,#26-#33,-1,False,18,,84,15540,3.2,,,3636,,,,N/A,18-19,"Public, Coed",1909,None,Semester,Suburban,$15.1 million +,http://www.rsu.edu/
Roger Williams University,regional-universities-north,,RI,Bristol,02809,north,True,private,#28,28,True,23,38,86,36978,3.3,2.6,,4537,2.3,1080,38791.0,1080-1250,23-27,"Private, Coed",1956,None,Semester,Suburban,$69.2 million +,http://www.rwu.edu
Rollins College,regional-universities-south,,FL,Winter Park,32789,south,True,private,#1,1,False,24,50,67,51700,3.3,,,2034,2.7,1150,32906.0,1150-1360,24-30,"Private, Coed",1885,None,Semester,Suburban,$383.7 million +,http://www.rollins.edu
Roosevelt University,national-universities,,IL,Chicago,60605,,True,private,#293-#381,-1,False,21,,65,30876,3.5,,,2419,,1010,,1010-1180,21-26,"Private, Coed",1945,None,Semester,Urban,$126.0 million +,http://www.roosevelt.edu
Rosalind Franklin University of Medicine and Science,health,,IL,North Chicago,60064,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.rosalindfranklin.edu/
Rose-Hulman Institute of Technology,specialty-engineering,Rose Hulman Institute of Technology,IN,Terre Haute,47803,,True,private,Unranked,-2,False,28,,68,49527,4,4.6,,2085,,1270,,1270-1480,28-33,"Private, Coed",1874,None,Quarter,Suburban,$213.5 million +,https://www.rose-hulman.edu
Roseman University of Health Sciences,health,,NV,Henderson,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Rosemont College,regional-universities-north,,PA,Rosemont,19010,north,True,private,#129-#170,-1,False,16,,65,19900,,,,572,,910,,910-1140,16-23,"Private, Coed",1921,Roman Catholic,Semester,Suburban,$17.5 million +,http://www.rosemont.edu
Rowan University,national-universities,,NJ,Glassboro,08028,,True,public,#166,166,True,20,34,73,22832,3.5,3.4,,16120,2.4,1005,30195.0,1005-1225,20-27,"Public, Coed",1923,None,Semester,Suburban,$207.2 million,http://www.rowan.edu
Rush University,health,,IL,Chicago,60612,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",1972,None,Semester,Urban,N/A,https://www.rushu.rush.edu/
Rust College,national-liberal-arts-colleges,,MS,Holly Springs,38635,,True,private,#164-#215,-1,False,14,,53,9900,2.7,,,846,,,,N/A,14-15,"Private, Coed",1866,United Methodist,Semester,Rural,N/A,http://www.rustcollege.edu
Rutgers University--Camden,national-universities,"Rutgers University Rutgers, the State University of New Jersey Camden",NJ,Camden,08102,,True,public,#166,166,True,17,35,71,31500,,,,5776,2.9,1000,41055.0,1000-1180,17-23,"Public, Coed",1926,None,Semester,Urban,$56.5 million,https://www.camden.rutgers.edu/
Rutgers University--Newark,national-universities,"Rutgers University Rutgers, the State University of New Jersey Newark",NJ,Newark,07102,,True,public,#132,132,True,19,11,63,31608,,,,9142,3.0,1020,41801.0,1020-1190,19-24,"Public, Coed",1908,None,Semester,Urban,$162.3 million,http://www.newark.rutgers.edu/
Rutgers University--New Brunswick,national-universities,"Rutgers University Rutgers, the State University of New Jersey New Brunswick",NJ,Piscataway,08854,,True,public,#62,62,True,25,12,60,32189,,3.2,,36039,3.3,1190,42708.0,1190-1410,25-31,"Public, Coed",1766,None,Semester,City,$1.0 billion +,https://newbrunswick.rutgers.edu
Ryerson University,unranked,,,"Toronto, Ontario",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.ryerson.ca
Sacred Heart Major Seminary,faith,,MI,Detroit,48206,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.shms.edu/
Sacred Heart University,national-universities,,CT,Fairfield,06825,,True,private,#218,218,True,23,,60,43070,3.5,,,5974,2.3,1100,,1100-1240,23-27,"Private, Coed",1963,Roman Catholic,Semester,Suburban,$167.4 million +,http://www.sacredheart.edu
The Sage Colleges,national-universities,,NY,Troy,12180,,True,private,#228,228,True,17,,93,31883,3.2,,,1477,,940,,940-1140,17-22,"Private, Coed",1916,None,Semester,City,$37.0 million,http://www.sage.edu
Saginaw Valley State University,regional-universities-midwest,,MI,University Center,48710,midwest,True,public,#117-#153,-1,False,19,,77,25401,3.4,2.1,,7739,2.0,990,,990-1200,19-26,"Public, Coed",1963,None,Semester,Suburban,$86.2 million,http://www.svsu.edu
Saint Johns River State College,regional-colleges-south,,FL,Palatka,32177,south,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,
Saint John's Seminary,faith,,MA,Brighton,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Saint Joseph's University,regional-universities-north,St Joseph's University Saint Joseph's University St Josephs University Saint Josephs University St. Josephs University,PA,Philadelphia,19131,north,True,private,#10,10,True,23,61,76,46550,3.6,,,4904,2.9,1120,37902.0,1120-1290,23-29,"Private, Coed",1851,Roman Catholic,Semester,Suburban,$280.3 million +,http://www.sju.edu
Saint Leo University,regional-universities-south,St Leo University Saint Leo University,FL,Saint Leo,33574,south,True,private,#25,25,True,19,73,84,23750,3.5,,,2086,,972,19428.0,972-1150,19-26,"Private, Coed",1889,Roman Catholic,Semester,Rural,$72.3 million,http://www.saintleo.edu
Saint Louis University,national-universities,St Louis University Saint Louis University,MO,St. Louis,63103,,True,private,#97,97,True,25,58,58,45424,3.9,2.2,,7167,3.1,1180,33907.0,1180-1370,25-31,"Private, Coed",1818,Roman Catholic,Semester,Urban,$1.2 billion +,http://www.slu.edu
Saint Martin's University,regional-universities-west,St Martin's University Saint Martin's University St Martins University Saint Martins University St. Martins University,WA,Lacey,98503,west,True,private,#27,27,True,18,74,95,38560,3.4,2.2,,1344,,1020,27214.0,1020-1220,18-24,"Private, Coed",1895,Roman Catholic,Semester,Suburban,$21.8 million,https://www.stmartin.edu
Saint Mary-of-the-Woods College,regional-universities-midwest,St Mary-of-the-Woods College Saint Mary-of-the-Woods College St Mary of the Woods College Saint Mary of the Woods College St. Mary of the Woods College St. Mary of the Woods College,IN,St. Mary-of-the-Woods,47876,midwest,True,private,#46,46,True,16,96,72,30500,3.2,,,819,,920,24284.0,920-1110,16-23,"Private, Coed",1840,Roman Catholic,Semester,Rural,$13.3 million,http://www.smwc.edu
Saint Mary's College,national-liberal-arts-colleges,St Mary's College Saint Mary's College St Marys College Saint Marys College St. Marys College,IN,Notre Dame,46556,,True,private,#102,102,True,22,72,82,43900,3.7,,,1519,,1050,25012.0,1050-1260,22-28,"Private, Women's college",1844,Roman Catholic,Semester,Suburban,$194.4 million,http://www.saintmarys.edu
Saint Peter's University,regional-universities-north,St Peter's College Saint Peter's College St Peters College Saint Peters College St. Peters College,NJ,Jersey City,07306,north,True,private,#86,86,True,17,,74,38700,3.3,,,2641,,940,,940-1120,17-22,"Private, Coed",1872,Roman Catholic,Semester,Urban,$34.4 million,http://www.saintpeters.edu
Saint Vincent College,national-liberal-arts-colleges,St Vincent College Saint Vincent College,PA,Latrobe,15650,,True,private,#132,132,True,18,,68,36914,3.5,,,1676,,1030,,1030-1230,18-26,"Private, Coed",1846,None,Semester,Suburban,"$109,820",http://www.stvincent.edu
Saint Xavier University,regional-universities-midwest,St Xavier University Saint Xavier University,IL,Chicago,60655,midwest,True,private,#61,61,True,19,87,74,34390,3.6,,,2955,2.2,950,25185.0,950-1130,19-24,"Private, Coed",1846,Roman Catholic,Semester,City,$13.7 million,https://www.sxu.edu/admissions/
Salem College,national-liberal-arts-colleges,,NC,Winston-Salem,27101,,True,private,#132,132,True,21,,41,30266,4,,,703,,1050,,1050-1260,21-28,"Private, Women's college",1772,Moravian Church,4-1-4,City,$60.7 million,http://www.salem.edu
Salem State University,regional-universities-north,,MA,Salem,01970,north,True,public,#119,119,True,,,85,17082,3.2,,,6811,,980,,980-1140,N/A,"Public, Coed",1854,None,Semester,City,$24.5 million,http://www.salemstate.edu
Salem University,regional-universities-south,,WV,Salem,26426,south,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,//www.salemu.edu
Salisbury University,regional-universities-north,,MD,Salisbury,21801,north,True,public,#75,75,True,20,43,62,20112,3.7,,,7650,2.2,1145,28489.0,1145-1280,20-25,"Public, Coed",1925,None,4-1-4,Rural,$71.7 million,http://www.salisbury.edu/
Salish Kootenai College,tribal,,MT,Pablo,59855,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.skc.edu/
Salve Regina University,regional-universities-north,,RI,Newport,02840,north,True,private,#23,23,True,24,76,76,41450,3.4,,,2021,,1090,36210.0,1090-1250,24-28,"Private, Coed",1934,Roman Catholic,Semester,Suburban,$62.7 million +,http://www.salve.edu
Samford University,national-universities,,AL,Birmingham,35229,,True,private,#147,147,True,23,40,82,32850,3.8,,,3535,2.5,1072,31488.0,1072-1270,23-29,"Private, Coed",1841, Baptist,4-1-4,Suburban,$345.3 million +,http://www.samford.edu
Sam Houston State University,national-universities,,TX,Huntsville,77340,,True,public,#281,281,True,19,,79,22933,,,,18473,2.3,1000,,1000-1140,19-23,"Public, Coed",1879,None,Semester,Rural,$125.8 million +,http://www.shsu.edu
Samuel Merritt University,health,,CA,Oakland,94609,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,"Private, Coed",N/A,None,Semester,Urban,N/A,http://www.samuelmerritt.edu/
San Diego Christian College,regional-colleges-west,,CA,Santee,92071,west,True,private,#14,14,True,16,,62,,,,,,,850,,850-980,16-22,"Private, Coed",1970,Undenominational,Differs by program,Suburban,N/A,http://www.sdcc.edu/
San Diego Mesa College,regional-colleges-west,,CA,San Diego,92111,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.sdmesa.edu/
San Diego State University,national-universities,SDSU,CA,San Diego,92182,,True,public,#147,147,True,22,30,34,19390,3.7,2.4,,30393,3.2,1110,34647.0,1110-1310,22-28,"Public, Coed",1897,None,Semester,Urban,N/A,http://www.sdsu.edu
San Francisco Art Institute,specialty-arts,,CA,San Francisco,94133,,True,private,Unranked,-2,False,20,,95,46614,3,,,275,,1020,,1020-1290,20-26,"Private, Coed",1871,None,Semester,Urban,$10.5 million,http://www.sfai.edu
San Francisco Conservatory of Music,specialty-arts,,CA,San Francisco,94102,,True,private,Unranked,-2,False,,,42,46110,,,,,,,,N/A,N/A,"Private, Coed",1917,Other,Semester,Urban,N/A,http://www.sfcm.edu
San Francisco State University,regional-universities-west,SFSU,CA,San Francisco,94132,west,True,public,#31,31,True,17,,72,19146,3.3,2.8,,26498,2.7,950,,950-1160,17-23,"Public, Coed",1899,None,Semester,Urban,$57.8 million +,http://www.sfsu.edu
San Joaquin Valley College--Visalia,regional-colleges-west,,CA,Visalia,93291,west,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,//www.sjvc.edu
San Jose State University,regional-universities-west,,CA,San Jose,95192,west,True,public,#24,24,False,19,4,55,19466,3.5,3.5,,27327,2.8,1040,33736.0,1040-1260,19-26,"Public, Coed",1857,None,Semester,Urban,$153.9 million +,http://www.sjsu.edu/Admissions/
San Juan Bautista School of Medicine,medical,,PR,Caguas,,,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,
Santa Ana College,regional-colleges-west,,CA,Santa Ana,92706,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.sac.edu
Santa Clara University,national-universities,,CA,Santa Clara,95053,,True,private,#54,54,True,28,32,50,53634,3.7,2.3,,5520,3.3,1270,40961.0,1270-1440,28-32,"Private, Coed",1851,Roman Catholic,Differs by program,City,$979.2 million +,http://www.scu.edu
Santa Fe College,regional-colleges-south,,FL,Gainesville,32606,south,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,
Santa Monica College,regional-colleges-west,,CA,Santa Monica,90405,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.smc.edu
